,0,1
633,1.471097746488025e-26,Asset25Asset10
634,8.415964741401476e-29,Asset25Asset11
635,6.508873520819612e-29,Asset25Asset12
636,5.444359573795943e-29,Asset25Asset13
637,4.2142181156566295e-29,Asset25Asset14
638,5.769629741095852e-27,Asset25Asset15
639,1.5806350682671693e-26,Asset25Asset16
640,6.815424135782908e-29,Asset25Asset17
641,4.7581026059859166e-29,Asset25Asset18
642,2.69868765390296e-26,Asset25Asset19
643,9.428198073790106e-27,Asset25Asset20
644,4.013035085417774e-27,Asset25Asset21
645,2.1086320251716585e-27,Asset25Asset22
646,6.520408689422255e-29,Asset25Asset23
647,2.9150026032400276e-27,Asset25Asset24
648,1.3978122536540057e-26,Asset25Asset26
649,1.111297383411143e-26,Asset25Asset27
650,3.220961631982804e-29,Asset26Asset1
651,7.462429759368475e-29,Asset26Asset2
652,2.6218533813478867e-29,Asset26Asset3
653,4.821701203702865e-29,Asset26Asset4
654,0.0,Asset26Asset5
655,2.1345874699902204e-29,Asset26Asset6
656,0.0,Asset26Asset7
657,6.440051185791567e-29,Asset26Asset8
658,5.991925694759381e-29,Asset26Asset9
659,0.0,Asset26Asset10
660,2.9229565084436203e-29,Asset26Asset11
661,4.96987549770417e-29,Asset26Asset12
662,1.7138113272686084e-29,Asset26Asset13
663,2.81450132356078e-29,Asset26Asset14
664,2.2201201049847683e-29,Asset26Asset15
665,1.106146200155063e-28,Asset26Asset16
666,3.204916910536905e-29,Asset26Asset17
667,3.4971875934937725e-29,Asset26Asset18
668,4.0238809164395394e-29,Asset26Asset19
669,0.0,Asset26Asset20
670,1.4700959538076765e-29,Asset26Asset21
671,4.024109936745415e-29,Asset26Asset22
672,3.078012967843882e-29,Asset26Asset23
673,4.450063362483352e-29,Asset26Asset24
674,2.2370009216893937e-29,Asset26Asset25
675,0.0,Asset26Asset27
676,0.0,Asset27Asset1
677,4.70376319268051e-25,Asset27Asset2
678,0.0,Asset27Asset3
679,1.004061474852323e-27,Asset27Asset4
680,1.2821836504883954e-28,Asset27Asset5
681,3.0245503840360745e-28,Asset27Asset6
682,4.918850313841699e-28,Asset27Asset7
683,0.0,Asset27Asset8
684,2.470344684279449e-27,Asset27Asset9
685,8.853566809123939e-29,Asset27Asset10
686,0.0,Asset27Asset11
687,1.014509921653043e-27,Asset27Asset12
688,0.0,Asset27Asset13
689,1.4765071938292813e-29,Asset27Asset14
690,0.0,Asset27Asset15
